,separations,processivity,boundary strength,threshold,restrained proportion time0,restrained proportion realtime,successful repair count,repaired proportion,initial restrained 200kb count,initial restrained 400kb count,initial restrained 800kb count,initial restrained 1200kb count,realtime restrained 200kb count,realtime restrained 400kb count,realtime restrained 800kb count,realtime restrained 1200kb count,repaired 200kb count,repaired 400kb count,repaired 800kb count,repaired 1200kb count,average extruded length,portion_BE_occupied_by_LEF,portion_TADs_with_stabilized_LEFs,portion_LEF_stabilized_by_BE
0,125,1000,1,1,0.880184331797235,0.2626728110599078,57,0.2626728110599078,38,41,44,68,8,9,16,24,8,9,16,24,209.70622248168095,79.20833333333334,85.9375,32.18616468414366
1,125,1000,1,3,0.880184331797235,0.2626728110599078,57,0.2626728110599078,38,41,44,68,8,9,16,24,8,9,16,24,209.70622248168095,79.20833333333334,85.9375,32.18616468414366
2,125,1000,1,5,0.880184331797235,0.2626728110599078,58,0.2672811059907834,38,41,44,68,8,9,16,24,8,9,16,25,209.70622248168095,79.20833333333334,85.9375,32.18616468414366
