,percent BE occupied by LEF ,percent TADs with stabilized LEF,percent LEF stabilized by BE,percent normal LEF stabilized by BE,percent super LEF stabilized by BE
0,74.33333333333333,85.47916666666666,31.574084767294146,0.31574084767294147,
