,percent BE occupied by LEF ,percent TADs with stabilized LEF,percent LEF stabilized by BE,percent normal LEF stabilized by BE,percent super LEF stabilized by BE
0,70.03125,84.20833333333333,27.894220220567007,0.18462648863226272,0.6573325635103926
