,num_LEFS,TAD_size
0,4,200
1,4,400
2,2,200
3,3,800
4,3,200
5,4,400
6,4,200
7,6,1200
8,2,200
9,6,400
10,4,200
11,4,800
12,2,200
13,5,400
14,2,200
15,11,1200
16,0,200
17,6,400
18,3,200
19,10,800
20,2,200
21,2,400
22,3,200
23,13,1200
24,4,200
25,2,400
26,3,200
27,5,800
28,0,200
29,3,400
30,2,200
31,17,1200
32,1,200
33,1,400
34,1,200
35,9,800
36,1,200
37,3,400
38,2,200
39,9,1200
40,2,200
41,1,400
42,3,200
43,8,800
44,3,200
45,4,400
46,3,200
47,9,1200
48,1,200
49,7,400
50,3,200
51,4,800
52,1,200
53,1,400
54,3,200
55,10,1200
56,4,200
57,2,400
58,2,200
59,7,800
60,2,200
61,2,400
62,1,200
63,10,1200
64,1,200
65,1,400
66,1,200
67,6,800
68,1,200
69,3,400
70,3,200
71,6,1200
72,3,200
73,3,400
74,1,200
75,1,800
76,1,200
77,3,400
78,2,200
79,14,1200
80,4,200
81,4,400
82,1,200
83,5,800
84,2,200
85,4,400
86,1,200
87,16,1200
88,3,200
89,4,400
90,3,200
91,7,800
92,2,200
93,4,400
94,1,200
95,9,1200
96,2,200
97,3,400
98,1,200
99,8,800
100,1,200
101,2,400
102,3,200
103,9,1200
104,1,200
105,5,400
106,2,200
107,7,800
108,1,200
109,8,400
110,2,200
111,14,1200
112,2,200
113,3,400
114,0,200
115,4,800
116,1,200
117,3,400
118,1,200
119,18,1200
120,1,200
121,5,400
122,5,200
123,5,800
124,1,200
125,4,400
126,4,200
127,8,1200
128,4,200
129,1,400
130,5,200
131,6,800
132,2,200
133,9,400
134,4,200
135,12,1200
136,1,200
137,1,400
138,0,200
139,4,800
140,3,200
141,3,400
142,1,200
143,13,1200
144,5,200
145,2,400
146,1,200
147,5,800
148,2,200
149,3,400
150,2,200
151,4,1200
152,1,200
153,5,400
154,3,200
155,4,800
156,0,200
157,2,400
158,1,200
159,11,1200
160,1,200
161,4,400
162,1,200
163,7,800
164,0,200
165,4,400
166,3,200
167,13,1200
168,2,200
169,3,400
170,3,200
171,5,800
172,0,200
173,2,400
174,1,200
175,4,1200
176,3,200
177,2,400
178,3,200
179,6,800
180,0,200
181,4,400
182,1,200
183,10,1200
184,2,200
185,5,400
186,1,200
187,6,800
188,2,200
189,1,400
190,2,200
191,9,1200
192,3,200
193,4,400
194,2,200
195,6,800
196,4,200
197,3,400
198,6,200
199,12,1200
200,5,200
201,4,400
202,0,200
203,6,800
204,3,200
205,4,400
206,2,200
207,10,1200
208,4,200
209,6,400
210,2,200
211,5,800
212,0,200
213,3,400
214,2,200
215,4,1200
216,2,200
217,4,400
218,2,200
219,2,800
220,2,200
221,5,400
222,2,200
223,13,1200
224,1,200
225,1,400
226,1,200
227,9,800
228,1,200
229,4,400
230,3,200
231,12,1200
232,1,200
233,5,400
234,3,200
235,8,800
236,0,200
237,4,400
238,0,200
239,12,1200
240,2,200
241,4,400
242,1,200
243,10,800
244,2,200
245,4,400
246,1,200
247,14,1200
248,3,200
249,4,400
250,0,200
251,6,800
252,3,200
253,5,400
254,3,200
255,9,1200
256,3,200
257,4,400
258,3,200
259,7,800
260,2,200
261,2,400
262,2,200
263,10,1200
264,2,200
265,5,400
266,2,200
267,5,800
268,1,200
269,2,400
270,1,200
271,10,1200
272,6,200
273,6,400
274,1,200
275,11,800
276,1,200
277,4,400
278,1,200
279,8,1200
280,2,200
281,4,400
282,4,200
283,6,800
284,2,200
285,5,400
286,1,200
287,9,1200
288,3,200
289,3,400
290,3,200
291,4,800
292,1,200
293,4,400
294,3,200
295,13,1200
296,2,200
297,1,400
298,3,200
299,5,800
300,1,200
301,4,400
302,1,200
303,10,1200
304,3,200
305,5,400
306,3,200
307,5,800
308,1,200
309,4,400
310,1,200
311,7,1200
312,2,200
313,5,400
314,2,200
315,4,800
316,5,200
317,8,400
318,7,200
319,10,1200
320,6,200
321,5,400
322,4,200
323,5,800
324,1,200
325,4,400
326,5,200
327,8,1200
328,3,200
329,3,400
330,3,200
331,2,800
332,1,200
333,4,400
334,3,200
335,10,1200
336,3,200
337,5,400
338,2,200
339,6,800
340,1,200
341,4,400
342,0,200
343,13,1200
344,7,200
345,3,400
346,2,200
347,10,800
348,3,200
349,1,400
350,3,200
351,11,1200
352,4,200
353,3,400
354,1,200
355,6,800
356,3,200
357,3,400
358,1,200
359,10,1200
360,2,200
361,1,400
362,2,200
363,5,800
364,3,200
365,3,400
366,1,200
367,9,1200
368,6,200
369,4,400
370,1,200
371,10,800
372,4,200
373,5,400
374,3,200
375,9,1200
376,1,200
377,5,400
378,1,200
379,5,800
380,4,200
381,3,400
382,1,200
383,4,1200
384,1,200
385,3,400
386,2,200
387,6,800
388,2,200
389,5,400
390,2,200
391,13,1200
392,1,200
393,4,400
394,4,200
395,5,800
396,1,200
397,4,400
398,0,200
399,11,1200
400,2,200
401,3,400
402,2,200
403,6,800
404,4,200
405,4,400
406,3,200
407,9,1200
408,2,200
409,2,400
410,3,200
411,10,800
412,1,200
413,1,400
414,0,200
415,8,1200
416,2,200
417,5,400
418,2,200
419,9,800
420,4,200
421,0,400
422,2,200
423,7,1200
424,2,200
425,2,400
426,4,200
427,9,800
428,3,200
429,4,400
430,1,200
431,11,1200
432,3,200
433,2,400
434,4,200
435,8,800
436,2,200
437,3,400
438,2,200
439,5,1200
440,4,200
441,3,400
442,1,200
443,7,800
444,4,200
445,4,400
446,3,200
447,8,1200
448,1,200
449,1,400
450,2,200
451,8,800
452,4,200
453,1,400
454,1,200
455,12,1200
456,1,200
457,2,400
458,3,200
459,8,800
460,1,200
461,2,400
462,1,200
463,12,1200
464,2,200
465,0,400
466,3,200
467,8,800
468,1,200
469,4,400
470,1,200
471,9,1200
472,2,200
473,5,400
474,1,200
475,2,800
476,1,200
477,3,400
478,1,200
479,8,1200
480,1,200
481,5,400
482,1,200
483,12,800
484,5,200
485,5,400
486,2,200
487,19,1200
488,1,200
489,2,400
490,4,200
491,11,800
492,1,200
493,2,400
494,2,200
495,11,1200
496,1,200
497,4,400
498,2,200
499,11,800
500,3,200
501,1,400
502,3,200
503,11,1200
504,2,200
505,7,400
506,1,200
507,5,800
508,3,200
509,4,400
510,3,200
511,11,1200
512,1,200
513,3,400
514,0,200
515,6,800
516,3,200
517,4,400
518,2,200
519,8,1200
520,3,200
521,5,400
522,3,200
523,9,800
524,4,200
525,2,400
526,1,200
527,10,1200
528,2,200
529,4,400
530,2,200
531,7,800
532,1,200
533,4,400
534,2,200
535,6,1200
536,2,200
537,3,400
538,2,200
539,8,800
540,3,200
541,3,400
542,3,200
543,13,1200
544,2,200
545,7,400
546,1,200
547,3,800
548,1,200
549,4,400
550,2,200
551,9,1200
552,2,200
553,2,400
554,2,200
555,5,800
556,1,200
557,4,400
558,1,200
559,10,1200
560,2,200
561,2,400
562,1,200
563,4,800
564,3,200
565,2,400
566,1,200
567,11,1200
568,1,200
569,3,400
570,3,200
571,4,800
572,2,200
573,4,400
574,2,200
575,10,1200
576,3,200
577,6,400
578,0,200
579,6,800
580,2,200
581,2,400
582,3,200
583,6,1200
584,0,200
585,4,400
586,5,200
587,4,800
588,3,200
589,2,400
590,0,200
591,7,1200
592,3,200
593,4,400
594,1,200
595,6,800
596,2,200
597,6,400
598,2,200
599,6,1200
600,1,200
601,1,400
602,2,200
603,6,800
604,2,200
605,4,400
606,3,200
607,12,1200
608,1,200
609,3,400
610,2,200
611,6,800
612,4,200
613,7,400
614,2,200
615,9,1200
616,3,200
617,7,400
618,1,200
619,5,800
620,0,200
621,2,400
622,0,200
623,3,1200
624,2,200
625,3,400
626,1,200
627,9,800
628,2,200
629,5,400
630,1,200
631,9,1200
632,0,200
633,2,400
634,1,200
635,8,800
636,1,200
637,4,400
638,1,200
639,4,1200
640,2,200
641,2,400
642,1,200
643,9,800
644,3,200
645,4,400
646,3,200
647,10,1200
648,2,200
649,3,400
650,2,200
651,6,800
652,1,200
653,1,400
654,1,200
655,5,1200
656,3,200
657,5,400
658,0,200
659,7,800
660,1,200
661,6,400
662,2,200
663,8,1200
664,1,200
665,4,400
666,0,200
667,7,800
668,5,200
669,1,400
670,4,200
671,11,1200
672,3,200
673,2,400
674,2,200
675,6,800
676,3,200
677,1,400
678,1,200
679,6,1200
680,3,200
681,2,400
682,3,200
683,8,800
684,1,200
685,3,400
686,3,200
687,9,1200
688,1,200
689,1,400
690,2,200
691,9,800
692,1,200
693,4,400
694,1,200
695,9,1200
696,1,200
697,3,400
698,1,200
699,5,800
700,1,200
701,6,400
702,3,200
703,9,1200
704,0,200
705,2,400
706,2,200
707,8,800
708,0,200
709,1,400
710,0,200
711,9,1200
712,3,200
713,4,400
714,1,200
715,6,800
716,1,200
717,2,400
718,2,200
719,14,1200
720,1,200
721,3,400
722,2,200
723,4,800
724,3,200
725,3,400
726,3,200
727,10,1200
728,2,200
729,6,400
730,4,200
731,3,800
732,1,200
733,0,400
734,1,200
735,9,1200
736,3,200
737,4,400
738,2,200
739,6,800
740,2,200
741,5,400
742,2,200
743,8,1200
744,4,200
745,8,400
746,6,200
747,6,800
748,2,200
749,3,400
750,1,200
751,16,1200
752,1,200
753,4,400
754,1,200
755,7,800
756,0,200
757,5,400
758,2,200
759,8,1200
760,2,200
761,2,400
762,0,200
763,7,800
764,3,200
765,2,400
766,4,200
767,5,1200
768,3,200
769,3,400
770,2,200
771,4,800
772,3,200
773,6,400
774,2,200
775,10,1200
776,3,200
777,3,400
778,1,200
779,2,800
780,2,200
781,3,400
782,1,200
783,11,1200
784,5,200
785,2,400
786,3,200
787,10,800
788,1,200
789,5,400
790,3,200
791,11,1200
792,2,200
793,4,400
794,3,200
795,6,800
796,2,200
797,1,400
798,2,200
799,10,1200
800,2,200
801,2,400
802,4,200
803,6,800
804,2,200
805,4,400
806,2,200
807,15,1200
808,0,200
809,1,400
810,3,200
811,8,800
812,3,200
813,4,400
814,2,200
815,10,1200
816,1,200
817,5,400
818,1,200
819,9,800
820,2,200
821,7,400
822,6,200
823,9,1200
824,0,200
825,0,400
826,1,200
827,5,800
828,0,200
829,3,400
830,1,200
831,7,1200
832,2,200
833,3,400
834,1,200
835,5,800
836,0,200
837,2,400
838,3,200
839,10,1200
840,4,200
841,5,400
842,0,200
843,7,800
844,3,200
845,3,400
846,2,200
847,13,1200
848,2,200
849,2,400
