,percent BE occupied by LEF ,percent TADs with stabilized LEF,percent LEF stabilized by BE,percent normal LEF stabilized by BE,percent super LEF stabilized by BE
0,0.8854166666666666,1.7500000000000002,0.49081880124725713,0.0049081880124725715,
