,num_LEFS,TAD_size
0,0,200
1,1,400
2,1,200
3,1,800
4,1,200
5,2,400
6,2,200
7,3,1200
8,2,200
9,1,400
10,0,200
11,1,800
12,0,200
13,1,400
14,1,200
15,1,1200
16,1,200
17,1,400
18,1,200
19,3,800
20,0,200
21,2,400
22,1,200
23,4,1200
24,1,200
25,0,400
26,0,200
27,1,800
28,1,200
29,4,400
30,0,200
31,2,1200
32,0,200
33,3,400
34,1,200
35,0,800
36,0,200
37,0,400
38,2,200
39,3,1200
40,1,200
41,2,400
42,3,200
43,3,800
44,1,200
45,2,400
46,1,200
47,6,1200
48,1,200
49,1,400
50,2,200
51,1,800
52,1,200
53,0,400
54,0,200
55,1,1200
56,1,200
57,2,400
58,0,200
59,2,800
60,1,200
61,0,400
62,0,200
63,3,1200
64,0,200
65,0,400
66,0,200
67,3,800
68,0,200
69,1,400
70,0,200
71,4,1200
72,1,200
73,1,400
74,1,200
75,1,800
76,0,200
77,0,400
78,0,200
79,2,1200
80,0,200
81,0,400
82,0,200
83,0,800
84,0,200
85,1,400
86,1,200
87,4,1200
88,1,200
89,1,400
90,1,200
91,3,800
92,0,200
93,3,400
94,1,200
95,3,1200
96,0,200
97,0,400
98,0,200
99,1,800
100,1,200
101,1,400
102,1,200
103,4,1200
104,1,200
105,2,400
106,0,200
107,0,800
108,0,200
109,3,400
110,2,200
111,2,1200
112,0,200
113,2,400
114,2,200
115,2,800
116,0,200
117,1,400
118,0,200
119,2,1200
120,1,200
121,0,400
122,1,200
123,3,800
124,1,200
125,1,400
126,0,200
127,3,1200
128,1,200
129,1,400
130,0,200
131,1,800
132,1,200
133,2,400
134,0,200
135,7,1200
136,0,200
137,1,400
138,1,200
139,2,800
140,1,200
141,2,400
142,1,200
143,2,1200
144,1,200
145,2,400
146,0,200
147,3,800
148,0,200
149,1,400
150,2,200
151,2,1200
152,0,200
153,0,400
154,0,200
155,2,800
156,3,200
157,0,400
158,1,200
159,7,1200
160,1,200
161,0,400
162,0,200
163,5,800
164,2,200
165,3,400
166,0,200
167,3,1200
168,1,200
169,1,400
170,0,200
171,0,800
172,0,200
173,1,400
174,1,200
175,5,1200
176,2,200
177,1,400
178,0,200
179,2,800
180,1,200
181,1,400
182,3,200
183,2,1200
184,0,200
185,0,400
186,1,200
187,3,800
188,1,200
189,3,400
190,1,200
191,4,1200
192,0,200
193,1,400
194,0,200
195,2,800
196,0,200
197,0,400
198,2,200
199,2,1200
200,0,200
201,3,400
202,2,200
203,3,800
204,0,200
205,0,400
206,0,200
207,0,1200
208,1,200
209,0,400
210,0,200
211,0,800
212,0,200
213,0,400
214,2,200
215,5,1200
216,0,200
217,1,400
218,0,200
219,1,800
220,2,200
221,1,400
222,0,200
223,1,1200
224,0,200
225,2,400
226,0,200
227,2,800
228,1,200
229,4,400
230,1,200
231,4,1200
232,0,200
233,2,400
234,0,200
235,0,800
236,0,200
237,1,400
238,0,200
239,2,1200
240,2,200
241,0,400
242,1,200
243,1,800
244,0,200
245,0,400
246,0,200
247,5,1200
248,3,200
249,0,400
250,0,200
251,2,800
252,0,200
253,2,400
254,1,200
255,6,1200
256,0,200
257,1,400
258,1,200
259,4,800
260,0,200
261,1,400
262,2,200
263,3,1200
264,0,200
265,0,400
266,2,200
267,4,800
268,0,200
269,0,400
270,0,200
271,1,1200
272,0,200
273,0,400
274,1,200
275,3,800
276,0,200
277,1,400
278,1,200
279,4,1200
280,0,200
281,1,400
282,0,200
283,2,800
284,0,200
285,3,400
286,2,200
287,1,1200
288,0,200
289,0,400
290,0,200
291,1,800
292,0,200
293,5,400
294,2,200
295,3,1200
296,0,200
297,2,400
298,0,200
299,3,800
300,0,200
301,0,400
302,1,200
303,2,1200
304,0,200
305,3,400
306,0,200
307,0,800
308,0,200
309,2,400
310,1,200
311,3,1200
312,1,200
313,0,400
314,0,200
315,1,800
316,0,200
317,0,400
318,1,200
319,3,1200
320,0,200
321,4,400
322,2,200
323,1,800
324,0,200
325,3,400
326,2,200
327,4,1200
328,2,200
329,0,400
330,2,200
331,3,800
332,0,200
333,3,400
334,0,200
335,4,1200
336,1,200
337,3,400
338,1,200
339,0,800
340,1,200
341,4,400
342,0,200
343,6,1200
344,1,200
345,0,400
346,0,200
347,3,800
348,2,200
349,0,400
350,1,200
351,3,1200
352,1,200
353,2,400
354,0,200
355,4,800
356,1,200
357,1,400
358,1,200
359,5,1200
360,1,200
361,0,400
362,0,200
363,0,800
364,0,200
365,1,400
366,2,200
367,3,1200
368,0,200
369,0,400
370,0,200
371,0,800
372,2,200
373,2,400
374,2,200
375,6,1200
376,0,200
377,0,400
378,0,200
379,3,800
380,2,200
381,0,400
382,0,200
383,1,1200
384,0,200
385,1,400
386,0,200
387,2,800
388,1,200
389,4,400
390,2,200
391,2,1200
392,0,200
393,0,400
394,0,200
395,2,800
396,0,200
397,1,400
398,1,200
399,3,1200
400,1,200
401,0,400
402,1,200
403,1,800
404,1,200
405,0,400
406,0,200
407,4,1200
408,1,200
409,2,400
410,0,200
411,2,800
412,0,200
413,0,400
414,0,200
415,3,1200
416,0,200
417,0,400
418,0,200
419,1,800
420,2,200
421,2,400
422,0,200
423,4,1200
424,0,200
425,1,400
426,1,200
427,2,800
428,1,200
429,2,400
430,2,200
