,percent BE occupied by LEF ,percent TADs with stabilized LEF,percent LEF stabilized by BE,percent normal LEF stabilized by BE,percent super LEF stabilized by BE
0,79.20833333333334,85.9375,32.18616468414366,0.32186164684143664,
