,percent BE occupied by LEF ,percent TADs with stabilized LEF,percent LEF stabilized by BE,percent normal LEF stabilized by BE,percent super LEF stabilized by BE
0,69.44791666666667,84.79166666666667,30.488509065711977,0.3048850906571198,
