,num_LEFS,TAD_size
0,2,200
1,1,400
2,0,200
3,2,800
4,1,200
5,1,400
6,1,200
7,4,1200
8,0,200
9,2,400
10,1,200
11,1,800
12,1,200
13,1,400
14,2,200
15,3,1200
16,0,200
17,0,400
18,1,200
19,1,800
20,0,200
21,1,400
22,0,200
23,0,1200
24,2,200
25,0,400
26,1,200
27,1,800
28,2,200
29,1,400
30,1,200
31,4,1200
32,0,200
33,0,400
34,2,200
35,2,800
36,0,200
37,1,400
38,1,200
39,2,1200
40,0,200
41,0,400
42,1,200
43,0,800
44,0,200
45,0,400
46,1,200
47,3,1200
48,0,200
49,1,400
50,0,200
51,0,800
52,0,200
53,0,400
54,0,200
55,1,1200
56,2,200
57,2,400
58,3,200
59,2,800
60,0,200
61,0,400
62,0,200
63,2,1200
64,0,200
65,1,400
66,1,200
67,0,800
68,0,200
69,0,400
70,1,200
71,4,1200
72,3,200
73,2,400
74,1,200
75,0,800
76,0,200
77,2,400
78,0,200
79,3,1200
80,0,200
81,0,400
82,2,200
83,2,800
84,0,200
85,0,400
86,0,200
87,3,1200
88,1,200
89,2,400
90,0,200
91,0,800
92,0,200
93,1,400
94,0,200
95,4,1200
96,0,200
97,2,400
98,1,200
99,1,800
100,0,200
101,0,400
102,0,200
103,2,1200
104,0,200
105,0,400
106,1,200
107,5,800
108,2,200
109,3,400
110,0,200
111,1,1200
112,0,200
113,1,400
114,0,200
115,1,800
116,0,200
117,1,400
118,2,200
119,3,1200
120,3,200
121,1,400
122,2,200
123,1,800
124,1,200
125,2,400
126,1,200
127,2,1200
128,0,200
129,0,400
130,0,200
131,0,800
132,0,200
133,0,400
134,0,200
135,3,1200
136,1,200
137,1,400
138,1,200
139,3,800
140,1,200
141,2,400
142,1,200
143,2,1200
144,0,200
145,1,400
146,1,200
147,0,800
148,0,200
149,1,400
150,0,200
151,0,1200
152,1,200
153,2,400
154,1,200
155,3,800
156,1,200
157,1,400
158,0,200
159,0,1200
160,0,200
161,0,400
162,1,200
163,1,800
164,0,200
165,0,400
166,1,200
167,8,1200
168,1,200
169,0,400
170,1,200
171,1,800
172,1,200
173,1,400
174,2,200
175,3,1200
176,3,200
177,1,400
178,1,200
179,3,800
180,1,200
181,2,400
182,1,200
183,2,1200
184,0,200
185,1,400
186,2,200
187,1,800
188,0,200
189,1,400
190,0,200
191,2,1200
192,0,200
193,0,400
194,0,200
195,2,800
196,0,200
197,0,400
198,0,200
199,6,1200
200,2,200
201,2,400
202,0,200
203,2,800
204,1,200
205,0,400
206,1,200
207,1,1200
208,1,200
209,0,400
210,0,200
211,2,800
212,3,200
213,2,400
214,0,200
215,2,1200
216,1,200
217,0,400
218,3,200
219,2,800
220,1,200
221,3,400
222,1,200
223,3,1200
224,2,200
225,1,400
226,0,200
227,3,800
228,1,200
229,2,400
230,2,200
231,3,1200
232,0,200
233,0,400
234,1,200
235,2,800
236,0,200
237,1,400
238,0,200
239,3,1200
240,2,200
241,0,400
242,1,200
243,3,800
244,0,200
245,3,400
246,1,200
247,2,1200
248,1,200
249,1,400
250,1,200
251,2,800
252,0,200
253,0,400
254,1,200
255,4,1200
256,0,200
257,0,400
258,0,200
259,2,800
260,1,200
261,2,400
262,2,200
263,1,1200
264,1,200
265,0,400
266,1,200
267,2,800
268,2,200
269,2,400
270,1,200
271,2,1200
272,0,200
273,1,400
274,3,200
275,2,800
276,0,200
277,0,400
278,0,200
279,2,1200
280,0,200
281,2,400
282,1,200
283,3,800
284,0,200
285,1,400
286,0,200
287,6,1200
288,1,200
289,0,400
290,1,200
291,2,800
292,1,200
293,0,400
294,0,200
295,0,1200
296,0,200
297,0,400
298,1,200
299,3,800
300,0,200
301,1,400
302,1,200
303,2,1200
304,1,200
305,2,400
306,1,200
307,3,800
308,2,200
309,0,400
310,1,200
311,3,1200
312,0,200
313,0,400
314,0,200
315,1,800
316,1,200
317,0,400
318,0,200
319,3,1200
320,0,200
321,2,400
322,0,200
323,1,800
324,1,200
325,0,400
326,0,200
327,1,1200
328,0,200
329,1,400
330,0,200
331,2,800
332,0,200
333,0,400
334,0,200
335,3,1200
336,2,200
337,1,400
338,0,200
339,0,800
340,0,200
341,2,400
342,2,200
343,3,1200
344,0,200
345,0,400
346,0,200
347,1,800
348,0,200
349,0,400
350,0,200
351,3,1200
352,0,200
353,1,400
354,0,200
355,2,800
356,1,200
357,1,400
358,1,200
359,1,1200
360,0,200
361,4,400
362,1,200
363,2,800
364,1,200
365,2,400
366,1,200
367,2,1200
368,2,200
369,2,400
370,0,200
371,4,800
372,2,200
373,2,400
374,1,200
375,1,1200
376,1,200
377,1,400
378,1,200
379,3,800
380,1,200
381,1,400
382,0,200
383,5,1200
384,1,200
385,3,400
386,0,200
387,0,800
388,0,200
389,1,400
390,0,200
391,2,1200
392,1,200
393,0,400
394,0,200
395,0,800
396,0,200
397,2,400
398,0,200
399,3,1200
400,0,200
401,1,400
402,1,200
403,0,800
404,0,200
405,2,400
406,1,200
407,4,1200
408,0,200
409,0,400
410,0,200
411,0,800
412,0,200
413,1,400
414,2,200
415,5,1200
416,2,200
417,2,400
418,1,200
419,2,800
420,1,200
421,2,400
422,1,200
423,3,1200
424,2,200
425,2,400
426,0,200
427,0,800
428,1,200
429,2,400
430,0,200
431,2,1200
432,1,200
433,3,400
434,1,200
435,2,800
436,1,200
437,1,400
438,0,200
439,4,1200
440,1,200
441,0,400
442,1,200
443,2,800
444,1,200
445,1,400
446,2,200
447,4,1200
448,1,200
449,0,400
450,1,200
451,2,800
452,0,200
453,1,400
454,2,200
455,4,1200
456,0,200
457,2,400
458,1,200
459,2,800
460,2,200
461,2,400
462,1,200
463,4,1200
464,1,200
465,1,400
466,0,200
467,2,800
468,0,200
469,2,400
470,2,200
471,2,1200
472,1,200
473,2,400
474,0,200
475,2,800
476,1,200
477,0,400
478,0,200
479,2,1200
480,0,200
481,0,400
482,1,200
483,1,800
484,0,200
485,0,400
486,0,200
487,3,1200
488,1,200
489,0,400
490,0,200
491,1,800
492,0,200
493,0,400
494,0,200
495,2,1200
496,0,200
497,0,400
498,0,200
499,0,800
500,0,200
501,0,400
502,2,200
503,1,1200
504,2,200
505,1,400
506,0,200
507,1,800
508,0,200
509,0,400
510,0,200
511,2,1200
512,0,200
513,1,400
514,0,200
515,3,800
516,1,200
517,0,400
518,2,200
519,2,1200
520,1,200
521,0,400
522,0,200
523,1,800
524,0,200
525,0,400
526,1,200
527,2,1200
528,1,200
529,0,400
530,1,200
531,0,800
532,1,200
533,2,400
534,1,200
535,1,1200
536,4,200
537,2,400
538,0,200
539,0,800
540,0,200
541,1,400
542,0,200
543,3,1200
544,1,200
545,1,400
546,2,200
547,1,800
548,2,200
549,2,400
550,0,200
551,8,1200
552,2,200
553,0,400
554,1,200
555,4,800
556,0,200
557,0,400
558,2,200
559,3,1200
560,0,200
561,2,400
562,0,200
563,0,800
564,1,200
565,2,400
566,0,200
567,0,1200
568,1,200
569,1,400
570,0,200
571,1,800
572,1,200
573,3,400
574,0,200
575,4,1200
576,0,200
577,0,400
578,0,200
579,0,800
580,1,200
581,0,400
582,2,200
583,5,1200
584,1,200
585,1,400
586,0,200
587,0,800
588,0,200
589,0,400
590,1,200
591,0,1200
592,0,200
593,1,400
594,0,200
595,1,800
596,1,200
597,1,400
598,1,200
599,1,1200
600,0,200
601,1,400
602,2,200
603,0,800
604,1,200
605,1,400
606,1,200
607,2,1200
608,2,200
609,1,400
610,1,200
611,2,800
612,0,200
613,0,400
614,0,200
615,3,1200
616,0,200
617,1,400
618,0,200
619,1,800
620,2,200
621,1,400
622,0,200
623,4,1200
624,1,200
625,1,400
626,0,200
627,1,800
628,1,200
629,0,400
630,0,200
631,1,1200
632,0,200
633,1,400
634,1,200
635,2,800
636,1,200
637,1,400
638,0,200
639,5,1200
640,1,200
641,1,400
642,2,200
643,0,800
644,1,200
645,0,400
646,0,200
647,3,1200
648,1,200
649,1,400
650,0,200
651,2,800
652,2,200
653,0,400
654,2,200
655,5,1200
656,1,200
657,2,400
658,3,200
659,2,800
660,0,200
661,0,400
662,0,200
663,1,1200
664,0,200
665,0,400
666,2,200
667,0,800
668,0,200
669,0,400
670,1,200
671,1,1200
672,1,200
673,1,400
674,0,200
675,1,800
676,1,200
677,0,400
678,0,200
679,4,1200
680,0,200
681,1,400
682,0,200
683,2,800
684,0,200
685,2,400
686,2,200
687,3,1200
688,0,200
689,0,400
690,1,200
691,3,800
692,1,200
693,0,400
694,1,200
695,4,1200
696,1,200
697,1,400
698,2,200
699,2,800
700,0,200
701,1,400
702,0,200
703,0,1200
704,2,200
705,2,400
706,2,200
707,1,800
708,1,200
709,1,400
710,1,200
711,2,1200
712,0,200
713,0,400
714,0,200
715,2,800
716,0,200
717,0,400
718,1,200
719,4,1200
720,1,200
721,3,400
722,0,200
723,3,800
724,0,200
725,0,400
726,0,200
727,3,1200
728,1,200
729,2,400
730,1,200
731,2,800
732,0,200
733,1,400
734,0,200
735,5,1200
736,1,200
737,1,400
738,0,200
739,3,800
740,0,200
741,2,400
742,0,200
743,4,1200
744,1,200
745,1,400
746,0,200
747,1,800
748,2,200
749,0,400
750,0,200
751,7,1200
752,0,200
753,1,400
754,0,200
755,2,800
756,2,200
757,1,400
758,0,200
759,4,1200
760,1,200
761,2,400
762,0,200
763,2,800
764,0,200
765,0,400
766,1,200
767,0,1200
768,0,200
769,1,400
770,0,200
771,5,800
772,3,200
773,1,400
774,0,200
775,2,1200
776,1,200
777,1,400
778,0,200
779,1,800
780,1,200
781,1,400
782,0,200
783,5,1200
784,0,200
785,1,400
786,0,200
787,2,800
788,0,200
789,1,400
790,2,200
791,3,1200
792,0,200
793,2,400
794,0,200
795,1,800
796,0,200
797,3,400
798,1,200
799,3,1200
800,1,200
801,0,400
802,0,200
803,2,800
804,0,200
805,2,400
806,0,200
807,2,1200
808,1,200
809,1,400
810,0,200
811,2,800
812,1,200
813,0,400
814,1,200
815,2,1200
816,1,200
817,1,400
818,1,200
819,3,800
820,2,200
821,2,400
822,1,200
823,2,1200
824,2,200
825,2,400
826,0,200
827,5,800
828,0,200
829,3,400
830,3,200
831,2,1200
832,1,200
833,0,400
834,1,200
835,4,800
836,3,200
837,3,400
838,1,200
839,1,1200
840,0,200
841,0,400
842,1,200
843,1,800
844,1,200
845,1,400
846,1,200
847,2,1200
848,0,200
849,0,400
850,1,200
851,1,800
852,1,200
853,0,400
854,1,200
855,5,1200
856,1,200
857,2,400
858,0,200
859,5,800
860,1,200
861,0,400
862,2,200
863,2,1200
864,1,200
865,0,400
866,0,200
867,1,800
868,1,200
869,1,400
870,1,200
871,0,1200
872,1,200
873,0,400
874,1,200
875,1,800
876,0,200
877,0,400
878,1,200
879,4,1200
880,0,200
881,1,400
882,0,200
883,0,800
884,2,200
885,1,400
886,1,200
887,2,1200
888,0,200
889,3,400
890,0,200
891,2,800
892,0,200
893,0,400
894,0,200
895,2,1200
896,0,200
897,2,400
898,2,200
899,3,800
900,1,200
901,2,400
902,1,200
903,3,1200
904,1,200
905,1,400
906,1,200
907,1,800
908,1,200
909,1,400
910,1,200
911,1,1200
912,0,200
913,1,400
914,1,200
915,4,800
916,1,200
917,1,400
918,0,200
919,2,1200
920,0,200
921,1,400
922,1,200
923,2,800
924,1,200
925,0,400
926,0,200
927,3,1200
928,0,200
929,1,400
930,0,200
931,5,800
932,1,200
933,0,400
934,1,200
935,2,1200
936,0,200
937,1,400
938,1,200
939,2,800
940,1,200
941,1,400
942,2,200
943,4,1200
944,0,200
945,0,400
946,2,200
947,3,800
948,1,200
949,2,400
950,1,200
951,5,1200
952,0,200
953,0,400
954,3,200
955,6,800
956,0,200
957,0,400
958,1,200
959,3,1200
960,2,200
961,1,400
962,1,200
963,0,800
964,0,200
965,0,400
966,3,200
967,1,1200
968,0,200
969,1,400
970,2,200
971,4,800
972,0,200
973,1,400
974,1,200
975,5,1200
976,2,200
977,0,400
978,0,200
979,1,800
980,4,200
981,1,400
982,2,200
983,0,1200
984,0,200
985,0,400
986,1,200
987,1,800
988,0,200
989,0,400
990,0,200
991,1,1200
992,1,200
993,0,400
994,1,200
995,1,800
996,0,200
997,2,400
998,1,200
999,1,1200
1000,0,200
1001,0,400
1002,0,200
1003,2,800
1004,2,200
1005,1,400
1006,2,200
1007,1,1200
1008,0,200
1009,0,400
1010,0,200
1011,1,800
1012,2,200
1013,2,400
1014,1,200
1015,1,1200
1016,0,200
1017,1,400
1018,0,200
1019,2,800
1020,1,200
1021,2,400
1022,0,200
1023,3,1200
1024,1,200
1025,3,400
1026,0,200
1027,1,800
1028,0,200
1029,0,400
1030,1,200
1031,4,1200
1032,1,200
1033,0,400
1034,0,200
1035,0,800
1036,0,200
1037,0,400
1038,0,200
1039,5,1200
1040,3,200
1041,3,400
1042,1,200
1043,1,800
1044,2,200
1045,0,400
1046,2,200
1047,5,1200
1048,0,200
1049,0,400
1050,0,200
1051,2,800
1052,2,200
1053,1,400
1054,1,200
1055,4,1200
1056,2,200
1057,0,400
1058,0,200
1059,2,800
1060,1,200
1061,2,400
1062,0,200
1063,5,1200
1064,0,200
1065,0,400
1066,2,200
1067,0,800
1068,1,200
1069,2,400
1070,1,200
1071,1,1200
1072,2,200
1073,1,400
1074,0,200
1075,3,800
1076,1,200
1077,0,400
1078,2,200
1079,2,1200
1080,0,200
1081,3,400
1082,2,200
1083,1,800
1084,0,200
1085,1,400
1086,0,200
1087,2,1200
1088,0,200
1089,0,400
1090,2,200
1091,4,800
1092,3,200
1093,1,400
1094,2,200
1095,4,1200
1096,0,200
1097,0,400
1098,1,200
1099,2,800
1100,1,200
1101,1,400
1102,0,200
1103,1,1200
1104,2,200
1105,2,400
1106,1,200
1107,1,800
1108,2,200
1109,1,400
1110,2,200
1111,2,1200
1112,0,200
1113,0,400
1114,0,200
1115,1,800
1116,2,200
1117,0,400
1118,2,200
1119,0,1200
1120,0,200
1121,2,400
1122,1,200
1123,3,800
1124,0,200
1125,1,400
1126,1,200
1127,1,1200
1128,1,200
1129,2,400
1130,0,200
1131,1,800
1132,0,200
1133,2,400
1134,0,200
1135,3,1200
1136,1,200
1137,0,400
1138,0,200
1139,3,800
1140,1,200
1141,2,400
1142,0,200
1143,2,1200
1144,1,200
1145,0,400
1146,0,200
1147,1,800
1148,1,200
1149,1,400
1150,0,200
1151,1,1200
1152,0,200
1153,1,400
1154,1,200
1155,2,800
1156,2,200
1157,2,400
1158,1,200
1159,6,1200
1160,1,200
1161,0,400
1162,1,200
1163,0,800
1164,0,200
1165,0,400
1166,0,200
1167,4,1200
1168,1,200
1169,1,400
1170,0,200
1171,3,800
1172,2,200
1173,1,400
1174,0,200
1175,4,1200
1176,0,200
1177,1,400
1178,0,200
1179,0,800
1180,0,200
1181,0,400
1182,0,200
1183,3,1200
1184,0,200
1185,1,400
1186,0,200
1187,2,800
1188,2,200
1189,0,400
1190,1,200
1191,4,1200
1192,1,200
1193,0,400
1194,0,200
1195,4,800
1196,0,200
1197,1,400
1198,0,200
1199,1,1200
1200,1,200
1201,2,400
1202,1,200
1203,2,800
1204,0,200
1205,4,400
1206,2,200
1207,4,1200
1208,2,200
1209,1,400
1210,1,200
1211,2,800
1212,0,200
1213,1,400
1214,0,200
1215,3,1200
1216,0,200
1217,0,400
1218,1,200
1219,1,800
1220,1,200
