,num_LEFS,TAD_size
0,4,200
1,7,400
2,6,200
3,16,800
4,4,200
5,6,400
6,2,200
7,19,1200
8,6,200
9,5,400
10,1,200
11,14,800
12,1,200
13,6,400
14,4,200
15,20,1200
16,2,200
17,6,400
18,4,200
19,12,800
20,6,200
21,4,400
22,4,200
23,20,1200
24,7,200
25,9,400
26,4,200
27,8,800
28,4,200
29,13,400
30,4,200
31,23,1200
32,2,200
33,8,400
34,5,200
35,8,800
36,3,200
37,2,400
38,2,200
39,22,1200
40,3,200
41,6,400
42,3,200
43,8,800
44,4,200
45,13,400
46,3,200
47,22,1200
48,5,200
49,6,400
50,2,200
51,16,800
52,0,200
53,3,400
54,3,200
55,20,1200
56,4,200
57,6,400
58,5,200
59,15,800
60,3,200
61,4,400
62,2,200
63,18,1200
64,1,200
65,7,400
66,3,200
67,18,800
68,5,200
69,6,400
70,5,200
71,20,1200
72,5,200
73,6,400
74,4,200
75,14,800
76,2,200
77,11,400
78,2,200
79,29,1200
80,4,200
81,9,400
82,4,200
83,17,800
84,5,200
85,5,400
86,2,200
87,19,1200
88,6,200
89,5,400
90,2,200
91,13,800
92,0,200
93,10,400
94,2,200
95,21,1200
96,6,200
97,13,400
98,4,200
99,6,800
100,1,200
101,7,400
102,5,200
103,20,1200
104,3,200
105,10,400
106,5,200
107,12,800
108,1,200
109,10,400
110,5,200
111,20,1200
112,3,200
113,11,400
114,5,200
115,9,800
116,5,200
117,9,400
118,2,200
119,15,1200
120,4,200
121,6,400
122,3,200
123,12,800
124,2,200
125,7,400
126,3,200
127,24,1200
128,2,200
129,10,400
130,6,200
131,17,800
132,3,200
133,5,400
134,2,200
135,13,1200
136,4,200
137,5,400
138,4,200
139,8,800
140,3,200
141,6,400
142,2,200
143,17,1200
144,3,200
145,4,400
146,3,200
147,17,800
148,5,200
149,8,400
150,1,200
151,24,1200
152,3,200
153,11,400
154,5,200
155,14,800
156,4,200
157,8,400
158,3,200
159,27,1200
160,5,200
161,9,400
162,5,200
163,14,800
164,0,200
165,4,400
166,3,200
167,17,1200
168,4,200
169,5,400
170,0,200
171,14,800
172,3,200
173,8,400
174,3,200
175,12,1200
176,5,200
177,4,400
178,4,200
179,10,800
180,0,200
181,8,400
182,4,200
183,25,1200
184,4,200
