,percent BE occupied by LEF ,percent TADs with stabilized LEF,percent LEF stabilized by BE,percent normal LEF stabilized by BE,percent super LEF stabilized by BE
0,96.83333333333334,98.41666666666666,37.752627324171385,0.37752627324171384,
