,separations,processivity,boundary strength,threshold,restrained proportion time0,restrained proportion realtime,successful repair count,repaired proportion,initial restrained 200kb proportion,initial restrained 400kb proportion,initial restrained 800kb proportion,initial restrained 1200kb proportion,realtime restrained 200kb proportion,realtime restrained 400kb proportion,realtime restrained 800kb proportion,realtime restrained 1200kb proportion,repaired 200kb proportion,repaired 400kb proportion,repaired 800kb proportion,repaired 1200kb proportion,average extruded length
0,125,1000,1,1,0.8663594470046083,0.2304147465437788,50,0.2304147465437788,0.7454545454545455,0.8837209302325582,0.8979591836734694,0.9285714285714286,0.03636363636363636,0.2558139534883721,0.32653061224489793,0.3,0.03636363636363636,0.2558139534883721,0.32653061224489793,0.3,212.5242081727363
1,125,1000,1,3,0.8663594470046083,0.2304147465437788,51,0.2350230414746544,0.7454545454545455,0.8837209302325582,0.8979591836734694,0.9285714285714286,0.03636363636363636,0.2558139534883721,0.32653061224489793,0.3,0.03636363636363636,0.2558139534883721,0.3469387755102041,0.3,212.5242081727363
2,125,1000,1,5,0.8663594470046083,0.2304147465437788,51,0.2350230414746544,0.7454545454545455,0.8837209302325582,0.8979591836734694,0.9285714285714286,0.03636363636363636,0.2558139534883721,0.32653061224489793,0.3,0.03636363636363636,0.2558139534883721,0.3469387755102041,0.3,212.5242081727363
