,separations,processivity,boundary strength,threshold,restrained proportion time0,restrained proportion realtime,successful repair count,repaired proportion,initial restrained 200kb count,initial restrained 400kb count,initial restrained 800kb count,initial restrained 1200kb count,realtime restrained 200kb count,realtime restrained 400kb count,realtime restrained 800kb count,realtime restrained 1200kb count,repaired 200kb count,repaired 400kb count,repaired 800kb count,repaired 1200kb count,average extruded length,portion_BE_occupied_by_LEF,portion_TADs_with_stabilized_LEFs,portion_LEF_stabilized_by_BE
0,125,125,1,1,0.5161290322580645,0.009216589861751152,2,0.009216589861751152,18,27,26,41,1,1,0,0,1,1,0,0,79.45104357879075,34.75,55.8125,18.339300150132807
1,125,125,1,3,0.5161290322580645,0.009216589861751152,3,0.013824884792626729,18,27,26,41,1,1,0,0,1,2,0,0,79.45104357879075,34.75,55.8125,18.339300150132807
2,125,125,1,5,0.5161290322580645,0.009216589861751152,4,0.018433179723502304,18,27,26,41,1,1,0,0,1,3,0,0,79.45104357879075,34.75,55.8125,18.339300150132807
