,separations,processivity,boundary strength,threshold,restrained proportion time0,restrained proportion realtime,successful repair count,repaired proportion,initial restrained 200kb count,initial restrained 400kb count,initial restrained 800kb count,initial restrained 1200kb count,realtime restrained 200kb count,realtime restrained 400kb count,realtime restrained 800kb count,realtime restrained 1200kb count,repaired 200kb count,repaired 400kb count,repaired 800kb count,repaired 1200kb count,average extruded length,portion_BE_occupied_by_LEF,portion_TADs_with_stabilized_LEFs
0,125,62.5,0.5,1,0.4608294930875576,0.05069124423963134,11,0.05069124423963134,18,26,22,34,0,5,2,4,0,5,2,4,479.1305271874194,18.083333333333336,150800
1,125,62.5,0.5,3,0.4608294930875576,0.05069124423963134,13,0.059907834101382486,18,26,22,34,0,5,2,4,1,5,3,4,479.1305271874194,18.083333333333336,150800
2,125,62.5,0.5,5,0.4608294930875576,0.05069124423963134,14,0.06451612903225806,18,26,22,34,0,5,2,4,1,6,3,4,479.1305271874194,18.083333333333336,150800
