,separations,processivity,boundary strength,threshold,restrained proportion time0,restrained proportion realtime,successful repair count,repaired proportion,initial restrained 200kb count,initial restrained 400kb count,initial restrained 800kb count,initial restrained 1200kb count,realtime restrained 200kb count,realtime restrained 400kb count,realtime restrained 800kb count,realtime restrained 1200kb count,repaired 200kb count,repaired 400kb count,repaired 800kb count,repaired 1200kb count,average extruded length,portion_BE_occupied_by_LEF,portion_TADs_with_stabilized_LEFs,portion_LEF_stabilized_by_BE
0,125,125,0.3,1,0.543778801843318,0.0,0,0.0,32,22,33,31,0,0,0,0,0,0,0,0,82.14399285926808,14.510416666666668,26.833333333333332,7.945490241367363
1,125,125,0.3,3,0.543778801843318,0.0,0,0.0,32,22,33,31,0,0,0,0,0,0,0,0,82.14399285926808,14.510416666666668,26.833333333333332,7.945490241367363
2,125,125,0.3,5,0.543778801843318,0.0,0,0.0,32,22,33,31,0,0,0,0,0,0,0,0,82.14399285926808,14.510416666666668,26.833333333333332,7.945490241367363
