,num_LEFS,TAD_size
0,1,200
1,6,400
2,3,200
3,18,800
4,5,200
5,6,400
6,3,200
7,20,1200
8,4,200
9,9,400
10,4,200
11,19,800
12,3,200
13,6,400
14,2,200
15,15,1200
16,8,200
17,8,400
18,7,200
19,15,800
20,1,200
21,9,400
22,4,200
23,17,1200
24,6,200
25,3,400
26,4,200
27,13,800
28,4,200
29,6,400
30,4,200
31,25,1200
32,5,200
33,8,400
34,2,200
35,15,800
36,4,200
37,7,400
38,1,200
39,28,1200
40,2,200
41,2,400
42,7,200
43,7,800
44,3,200
45,6,400
46,5,200
47,18,1200
48,6,200
49,5,400
50,1,200
51,19,800
52,4,200
53,8,400
54,3,200
55,18,1200
56,3,200
57,5,400
58,5,200
59,17,800
60,2,200
61,6,400
62,3,200
63,11,1200
64,4,200
65,7,400
66,2,200
67,13,800
68,7,200
69,9,400
70,3,200
71,16,1200
72,3,200
73,6,400
74,1,200
75,12,800
76,4,200
77,4,400
78,2,200
79,21,1200
80,7,200
81,4,400
82,2,200
83,19,800
84,3,200
85,3,400
86,4,200
87,17,1200
88,4,200
89,7,400
90,2,200
91,10,800
92,5,200
93,10,400
94,4,200
95,18,1200
96,2,200
97,3,400
98,2,200
99,14,800
100,2,200
101,8,400
102,4,200
103,19,1200
104,5,200
105,3,400
106,5,200
107,12,800
108,3,200
109,9,400
110,4,200
111,15,1200
112,3,200
113,10,400
114,2,200
115,13,800
116,2,200
117,7,400
118,3,200
119,26,1200
120,1,200
121,7,400
122,4,200
123,12,800
124,4,200
125,4,400
126,10,200
127,18,1200
128,3,200
129,6,400
130,1,200
131,20,800
132,4,200
133,8,400
134,7,200
135,19,1200
136,2,200
137,6,400
138,2,200
139,14,800
140,1,200
141,5,400
142,3,200
143,20,1200
144,7,200
145,8,400
146,3,200
147,8,800
148,2,200
149,9,400
150,4,200
151,24,1200
152,1,200
153,7,400
154,2,200
155,10,800
156,3,200
157,8,400
158,1,200
159,22,1200
160,3,200
161,7,400
162,4,200
163,12,800
164,3,200
165,3,400
166,3,200
167,15,1200
168,1,200
169,8,400
170,4,200
171,13,800
172,2,200
173,4,400
174,3,200
175,19,1200
176,2,200
177,10,400
178,4,200
179,8,800
180,4,200
181,7,400
182,9,200
183,23,1200
184,4,200
185,7,400
186,7,200
187,19,800
188,4,200
189,4,400
190,4,200
191,19,1200
192,4,200
193,10,400
194,3,200
195,16,800
196,5,200
197,7,400
198,4,200
199,22,1200
200,3,200
201,7,400
202,3,200
203,15,800
204,5,200
205,10,400
206,2,200
207,22,1200
208,3,200
209,5,400
210,3,200
211,18,800
212,2,200
213,9,400
214,3,200
215,22,1200
216,2,200
217,7,400
218,6,200
219,9,800
220,5,200
221,10,400
222,1,200
223,20,1200
224,2,200
225,7,400
226,3,200
227,10,800
228,1,200
229,5,400
230,1,200
231,17,1200
232,2,200
233,5,400
234,5,200
235,11,800
236,3,200
237,6,400
238,3,200
239,22,1200
240,5,200
241,5,400
242,1,200
243,17,800
244,1,200
245,13,400
246,3,200
247,12,1200
248,3,200
249,3,400
250,3,200
251,16,800
252,2,200
253,10,400
254,2,200
255,23,1200
256,4,200
257,10,400
258,4,200
259,14,800
260,7,200
261,7,400
262,7,200
