,percent BE occupied by LEF ,percent TADs with stabilized LEF,percent LEF stabilized by BE,percent normal LEF stabilized by BE,percent super LEF stabilized by BE
0,78.91666666666667,86.22916666666667,32.39981522115718,0.3239981522115718,
