,percent BE occupied by LEF ,percent TADs with stabilized LEF,percent LEF stabilized by BE,percent normal LEF stabilized by BE,percent super LEF stabilized by BE
0,43.583333333333336,63.604166666666664,20.568194941679177,0.17760758570386578,0.7401847575057737
