,percent BE occupied by LEF ,percent TADs with stabilized LEF,percent LEF stabilized by BE,percent normal LEF stabilized by BE,percent super LEF stabilized by BE
0,57.03125,75.39583333333333,23.84664241584387,0.14045470949115843,0.6307736720554272
