id	t	x	y	z	x2	y2	z2	dist	clust_size	joined_particles	date	movie_index
0	12	3.5689865207442053	0.6096453751199876	2.5310910468402	3.4129387753680303	0.7274440088559954	2.882420488918424	0.4020693893074357	1	[18]	2020_10_21	2020_10_21_movie1-01
0	13	3.8225172689325295	0.6052407370501822	2.49684353622624	3.3789247595201783	0.6364411842694753	2.91584195902796	0.6109889202135833	1	[18]	2020_10_21	2020_10_21_movie1-01
0	18	3.2250285569997454	0.7765124916659335	2.300037401563598	3.0885740207378887	1.0449378548760981	2.750504578542372	0.5418419452351146	1	[18]	2020_10_21	2020_10_21_movie1-01
0	24	3.3283454357106588	1.3139952387319889	2.260755616247593	3.2039390483314154	1.244815811614353	2.4777072749464764	0.2594817229965829	1	[18]	2020_10_21	2020_10_21_movie1-01
0	28	3.30466578719724	1.4495636399175815	1.9594301671946204	3.1022394758185787	1.7035212484736155	2.644947285140524	0.7585542811682813	1	[18]	2020_10_21	2020_10_21_movie1-01
0	31	3.3067852017866795	1.5297204998007674	2.011459562460044	3.0565216447649126	1.835268062963487	2.6543320042894067	0.7545039017735505	1	[18]	2020_10_21	2020_10_21_movie1-01
0	32	3.53294871853662	1.5228868766530737	2.231648056707875	3.350706357492612	1.6161954328234196	2.103225457707181	0.2416839439176347	1	[18]	2020_10_21	2020_10_21_movie1-01
0	33	3.6412542127852516	1.6011953076899632	1.9891169266884647	3.478176838696976	1.5869781691591731	2.217751920146522	0.2811944473155488	1	[18]	2020_10_21	2020_10_21_movie1-01
0	35	3.4827369956739496	1.3707867395277988	2.25800428809368	3.3159647563173404	1.6052277897703369	2.314696528834759	0.2932398267955545	1	[18]	2020_10_21	2020_10_21_movie1-01
0	39	3.2327013093349133	1.834556601097578	2.283166667774964	3.23396011738888	2.2320391134965614	2.4443307529996288	0.4289146705663352	1	[18]	2020_10_21	2020_10_21_movie1-01
0	40	3.3877543776965684	1.797605921950365	2.218928748760783	3.3526376726231986	1.7127265569174115	2.3817740017525764	0.1869659487863192	1	[18]	2020_10_21	2020_10_21_movie1-01
0	42	3.684421232874503	1.8214301609361088	2.219448986830157	3.631046740826873	2.0643653472918357	2.43221592628874	0.32731653135398825	1	[18]	2020_10_21	2020_10_21_movie1-01
0	43	3.576674194269946	2.312714632814844	2.1996736896171	3.5503423862579018	2.491966793182661	2.356730296281867	0.2397738075911637	1	[18]	2020_10_21	2020_10_21_movie1-01
0	59	3.317391944246741	2.548909040781651	2.024359551474092	3.2488805236627227	2.6354912786261737	2.1521434676786875	0.16887577653763414	1	[18]	2020_10_21	2020_10_21_movie1-01
0	61	3.3306930226685574	2.271289863315784	1.7869971471265291	3.1575120706797017	2.3530623046846357	1.9365860676783169	0.24301279688740224	1	[18]	2020_10_21	2020_10_21_movie1-01
0	63	3.233510384306912	1.6151554454148789	2.043962356246647	3.3889700830036635	1.4969643121007514	2.3776314813681543	0.38661602006682905	1	[18]	2020_10_21	2020_10_21_movie1-01
0	67	2.889158835224485	1.3165807024545908	1.977161999950188	2.74306008379893	1.4359667519220427	2.4119495162123314	0.4739599753913349	1	[18]	2020_10_21	2020_10_21_movie1-01
0	68	2.8117693438217493	1.4631332013020344	2.2253617206740923	2.6339320564029505	1.4316138002284582	2.8336022008649246	0.6344888140726264	1	[18]	2020_10_21	2020_10_21_movie1-01
0	70	2.7447308067847698	1.3012541958881385	2.1898616968488094	2.527575637733212	1.5640637031868332	2.0476796849819614	0.3693791129326319	1	[18]	2020_10_21	2020_10_21_movie1-01
0	72	2.972801393030505	1.2879595882977497	2.214778814232713	2.5949646087722407	1.3677029033677095	2.394195028294042	0.4258048962906299	1	[18]	2020_10_21	2020_10_21_movie1-01
0	73	2.6266966119391757	1.1390350152171231	2.272626337715025	2.6721212353879484	1.276894590140886	2.6595840495971124	0.4132855303523751	1	[18]	2020_10_21	2020_10_21_movie1-01
0	79	2.43374563586565	1.8710880566083592	2.044332770292942	2.357138401673545	1.4529858959416722	2.3635855462788693	0.5316017494886905	1	[18]	2020_10_21	2020_10_21_movie1-01
0	88	2.908895366225772	1.4115147358549138	2.453090015044173	2.747361262818516	1.3603513986989182	2.363281055502712	0.19177226818923554	1	[18]	2020_10_21	2020_10_21_movie1-01
0	89	3.15104366411825	1.2819983659281005	2.0591156396025974	3.1261193155099	1.0703261492700538	2.310649415730604	0.3296901439104538	1	[18]	2020_10_21	2020_10_21_movie1-01
0	90	3.2146364423418734	1.2061829239478012	2.059521123721435	3.1071376534772384	0.95830803167837	2.518556453209919	0.532645647258613	1	[18]	2020_10_21	2020_10_21_movie1-01
0	91	2.969867611901161	1.4279067094849711	1.8784795388270743	2.9364799065238905	1.083153466480735	1.9441833026273887	0.35254293640608503	1	[18]	2020_10_21	2020_10_21_movie1-01
0	94	2.9576125297228675	1.4722312025308055	2.003057826854954	2.6161231412220824	1.2843807535353458	2.2189845687897973	0.44556385796991255	1	[18]	2020_10_21	2020_10_21_movie1-01
0	101	2.8737978571740608	1.2947179350107851	2.2172609784259047	2.5204208736609424	1.4070838733982094	1.83302422949985	0.5339843404181265	1	[18]	2020_10_21	2020_10_21_movie1-01
0	103	2.6745667171191214	1.2834105986378987	2.197551636794968	2.3890582760796377	1.2437088643597176	2.558746332606531	0.4621178484887804	1	[18]	2020_10_21	2020_10_21_movie1-01
0	107	2.6142131181525605	1.3800338353766302	2.520041079296648	2.5080867853847724	1.512898800257595	2.620257593556045	0.1973809695230602	1	[18]	2020_10_21	2020_10_21_movie1-01
0	116	2.558018092179082	1.129521492435019	2.748657378089689	2.537946362540154	1.0124993484469549	2.491460030362877	0.2832799537418205	1	[18]	2020_10_21	2020_10_21_movie1-01
0	118	2.375253782753215	1.1101091531816245	2.492762416799047	2.236880919658437	1.1904730969055908	2.547495617656159	0.16911870377926833	1	[18]	2020_10_21	2020_10_21_movie1-01
0	131	2.149590645211473	1.3171138691041453	2.47437123621386	2.0173781295415574	1.5127001160962648	2.2265292555196288	0.34228610358393136	1	[18]	2020_10_21	2020_10_21_movie1-01
0	132	2.045577429151856	1.130669094238508	2.4927760189348964	2.0723651469120137	1.30332477719435	2.432476803420084	0.18483387695833228	1	[18]	2020_10_21	2020_10_21_movie1-01
0	133	2.2330046443749767	1.1365618110646591	2.2761372236068858	1.822951638427244	1.28364457373747	2.002168438958273	0.5146219017143318	1	[18]	2020_10_21	2020_10_21_movie1-01
0	137	2.6453889551552034	1.2836599716100188	2.220139556488773	2.4397322553490945	1.2959405714247754	2.5521224602962462	0.390714908504132	1	[18]	2020_10_21	2020_10_21_movie1-01
0	150	1.924197540106236	1.801060228883545	2.032285426095002	1.7675997263318828	1.84366262391228	2.4920556824436604	0.4875720746351277	1	[18]	2020_10_21	2020_10_21_movie1-01
0	154	1.9446345648931216	1.5432462480626554	1.9738138502152456	1.7779479252651336	1.526602192914979	2.4877411498179134	0.5405392952220218	1	[18]	2020_10_21	2020_10_21_movie1-01
0	157	1.9978158151529648	0.5918936389851496	2.097172721566298	1.83160370394654	0.6106538190422325	2.339748233329838	0.29465452512190377	1	[18]	2020_10_21	2020_10_21_movie1-01
1	0	40.45085490055137	8.776459516024406	4.274904128971446	40.18004643994969	9.262737372396971	4.003335648596404	0.6193164098140476	1	[26]	2020_10_21	2020_10_21_movie1-01
