,separations,processivity,boundary strength,threshold,restrained proportion time0,restrained proportion realtime,successful repair count,repaired proportion,initial restrained 200kb proportion,initial restrained 400kb proportion,initial restrained 800kb proportion,initial restrained 1200kb proportion,realtime restrained 200kb proportion,realtime restrained 400kb proportion,realtime restrained 800kb proportion,realtime restrained 1200kb proportion,repaired 200kb proportion,repaired 400kb proportion,repaired 800kb proportion,repaired 1200kb proportion,average extruded length,percent BE occupied by LEF ,percent TADs with stabilized LEF
0,125,62.5,1,1,0.37327188940092165,0.0,0,0.0,0.32608695652173914,0.3333333333333333,0.3958333333333333,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.938344473792114,20.583333333333336,174300
1,125,62.5,1,3,0.37327188940092165,0.0,0,0.0,0.32608695652173914,0.3333333333333333,0.3958333333333333,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.938344473792114,20.583333333333336,174300
2,125,62.5,1,5,0.37327188940092165,0.0,0,0.0,0.32608695652173914,0.3333333333333333,0.3958333333333333,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.938344473792114,20.583333333333336,174300
