,percent BE occupied by LEF ,percent TADs with stabilized LEF,percent LEF stabilized by BE,percent normal LEF stabilized by BE,percent super LEF stabilized by BE
0,76.41666666666667,90.33333333333333,34.06282480655965,0.3406282480655965,
